feedback_id,user_id,property_id,inspection_date,feedback_date,liking_text,disliking_text,property_condition_rating,agent_interaction_rating,overall_experience_rating
F4457,U016,P012,2024-07-23 16:31:48.282793,2024-07-29 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,2,5,4
F2364,U002,P011,2024-07-29 16:31:48.282793,2024-07-30 16:31:48.282793,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,4,2,3
F5988,U015,P004,2024-08-05 16:31:48.282793,2024-08-06 16:31:48.282793,I loved the spacious living area and the modern kitchen.,It’s too far from public transport and schools.,1,4,4
F2165,U006,P012,2024-08-10 16:31:48.282793,2024-08-13 16:31:48.282793,The community around the property is very friendly.,The property is too expensive for my budget.,2,4,4
F4399,U008,P008,2024-08-11 16:31:48.282793,2024-08-14 16:31:48.282793,The community around the property is very friendly.,The neighborhood does not seem safe.,2,2,5
F3652,U012,P002,2024-07-29 16:31:48.282793,2024-07-29 16:31:48.282793,The house has a lot of potential for renovation and investment.,I’m not a fan of the interior design.,5,3,2
F6856,U012,P001,2024-07-29 16:31:48.282793,2024-08-01 16:31:48.282793,I appreciate the energy-efficient features of this property.,I don't like the layout of the property.,1,5,1
F1562,U004,P004,2024-08-08 16:31:48.282793,2024-08-13 16:31:48.282793,"It's close to my workplace, which is very convenient.",The rooms are smaller than I expected.,4,5,4
F6212,U005,P001,2024-08-09 16:31:48.282793,2024-08-11 16:31:48.282793,This property feels like a place I could call home.,The property is too expensive for my budget.,4,2,1
F1595,U019,P017,2024-08-01 16:31:48.282793,2024-08-01 16:31:48.282793,The layout of the house is very practical.,"The location is not ideal, too far from the city center.",2,3,1
F6247,U016,P007,2024-08-13 16:31:48.282793,2024-08-14 16:31:48.282793,The house has a lot of potential for renovation and investment.,The area is too noisy.,5,2,3
F2878,U016,P013,2024-07-31 16:31:48.282793,2024-08-02 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,The rooms are smaller than I expected.,2,1,4
F9210,U001,P015,2024-07-20 16:31:48.282793,2024-07-21 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,"The location is not ideal, too far from the city center.",2,2,2
F5289,U014,P017,2024-08-06 16:31:48.282793,2024-08-11 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,5,5,2
F5629,U008,P001,2024-07-21 16:31:48.282793,2024-07-26 16:31:48.282793,The house has a lot of potential for renovation and investment.,I’m not a fan of the interior design.,5,3,4
F4859,U019,P003,2024-08-13 16:31:48.282793,2024-08-20 16:31:48.282793,"The property is in a great location, close to public transport and schools.",There are too few parking spaces available.,5,3,4
F3872,U001,P008,2024-08-03 16:31:48.282793,2024-08-04 16:31:48.282793,I appreciate the energy-efficient features of this property.,The area is too noisy.,2,1,2
F1256,U006,P005,2024-08-03 16:31:48.282793,2024-08-07 16:31:48.282793,The price is very reasonable for the size of the property.,The area is too noisy.,1,5,3
F4388,U003,P015,2024-07-27 16:31:48.282793,2024-08-03 16:31:48.282793,The layout of the house is very practical.,The property is too expensive for my budget.,1,1,4
F2857,U017,P017,2024-07-22 16:31:48.282793,2024-07-24 16:31:48.282793,I appreciate the energy-efficient features of this property.,The property requires too many repairs.,4,4,1
F6497,U014,P005,2024-07-24 16:31:48.282793,2024-07-26 16:31:48.282793,I loved the spacious living area and the modern kitchen.,I don't like the layout of the property.,2,2,4
F3839,U003,P008,2024-07-24 16:31:48.282793,2024-07-25 16:31:48.282793,I appreciate the energy-efficient features of this property.,The neighborhood does not seem safe.,1,2,5
F6736,U013,P006,2024-07-23 16:31:48.282793,2024-07-25 16:31:48.282793,"It's close to my workplace, which is very convenient.",I don't like the layout of the property.,5,3,2
F4003,U003,P013,2024-08-02 16:31:48.282793,2024-08-04 16:31:48.282793,"It has all the amenities I was looking for, including a gym and swimming pool.",The rooms are smaller than I expected.,3,2,3
F6207,U003,P018,2024-08-13 16:31:48.282793,2024-08-18 16:31:48.282793,The community around the property is very friendly.,The property requires too many repairs.,4,5,1
F7503,U003,P009,2024-07-30 16:31:48.282793,2024-08-03 16:31:48.282793,"It's close to my workplace, which is very convenient.",The neighborhood does not seem safe.,4,1,4
F1817,U006,P017,2024-08-09 16:31:48.282793,2024-08-15 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,There are too few parking spaces available.,2,2,1
F3662,U017,P003,2024-07-22 16:31:48.282793,2024-07-28 16:31:48.282793,"The property is in a great location, close to public transport and schools.",The area is too noisy.,3,4,5
F7406,U015,P013,2024-08-09 16:31:48.282793,2024-08-09 16:31:48.282793,The house has a lot of potential for renovation and investment.,I’m not a fan of the interior design.,3,4,2
F2611,U005,P002,2024-07-17 16:31:48.282793,2024-07-17 16:31:48.282793,"It has all the amenities I was looking for, including a gym and swimming pool.",The neighborhood does not seem safe.,2,4,2
F2060,U012,P015,2024-07-18 16:31:48.282793,2024-07-21 16:31:48.282793,The community around the property is very friendly.,It lacks modern features and feels outdated.,1,3,5
F5154,U015,P010,2024-08-07 16:31:48.282793,2024-08-10 16:31:48.282793,"It has all the amenities I was looking for, including a gym and swimming pool.",There are too few parking spaces available.,4,4,4
F2873,U008,P015,2024-07-22 16:31:48.282793,2024-07-28 16:31:48.282793,"It's close to my workplace, which is very convenient.",I’m not a fan of the interior design.,2,1,2
F6822,U017,P004,2024-08-07 16:31:48.282793,2024-08-12 16:31:48.282793,This property feels like a place I could call home.,The backyard is too small.,3,5,2
F9246,U008,P018,2024-07-19 16:31:48.282793,2024-07-23 16:31:48.282793,The layout of the house is very practical.,There are too few parking spaces available.,2,1,1
F5242,U008,P018,2024-08-11 16:31:48.282793,2024-08-17 16:31:48.282793,The house has a lot of potential for renovation and investment.,It lacks modern features and feels outdated.,5,1,4
F8900,U005,P003,2024-07-18 16:31:48.282793,2024-07-18 16:31:48.282793,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,3,4,1
F1032,U018,P004,2024-07-26 16:31:48.282793,2024-07-31 16:31:48.282793,"The property is in a great location, close to public transport and schools.",The rooms are smaller than I expected.,2,1,4
F9515,U004,P010,2024-07-29 16:31:48.282793,2024-08-01 16:31:48.282793,The community around the property is very friendly.,The neighborhood does not seem safe.,4,2,5
F2620,U010,P003,2024-07-27 16:31:48.282793,2024-07-28 16:31:48.282793,The price is very reasonable for the size of the property.,I’m not a fan of the interior design.,3,1,4
F2214,U012,P019,2024-08-10 16:31:48.282793,2024-08-13 16:31:48.282793,The layout of the house is very practical.,The rooms are smaller than I expected.,2,2,5
F5451,U018,P012,2024-07-21 16:31:48.282793,2024-07-25 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,There are too few parking spaces available.,3,4,1
F5270,U002,P012,2024-07-20 16:31:48.282793,2024-07-21 16:31:48.282793,The house has a lot of potential for renovation and investment.,I don't like the layout of the property.,5,3,2
F4343,U017,P004,2024-07-20 16:31:48.282793,2024-07-25 16:31:48.282793,The layout of the house is very practical.,There are too few parking spaces available.,3,1,4
F4311,U001,P006,2024-07-17 16:31:48.282793,2024-07-24 16:31:48.282793,The views from the balcony are amazing.,The backyard is too small.,4,5,4
F7887,U001,P014,2024-08-01 16:31:48.282793,2024-08-07 16:31:48.282793,The layout of the house is very practical.,It’s too far from public transport and schools.,2,2,1
F1813,U001,P004,2024-07-17 16:31:48.282793,2024-07-19 16:31:48.282793,The layout of the house is very practical.,The property is too expensive for my budget.,5,1,2
F8469,U019,P019,2024-07-30 16:31:48.282793,2024-07-30 16:31:48.282793,I loved the spacious living area and the modern kitchen.,The property requires too many repairs.,4,3,4
F6204,U015,P019,2024-08-07 16:31:48.282793,2024-08-10 16:31:48.282793,This property feels like a place I could call home.,It’s too far from public transport and schools.,4,5,1
F3795,U015,P011,2024-07-30 16:31:48.282793,2024-07-30 16:31:48.282793,"It has all the amenities I was looking for, including a gym and swimming pool.",It’s too far from public transport and schools.,3,5,2
F4561,U002,P003,2024-07-29 16:31:48.282793,2024-08-04 16:31:48.282793,"The property is in a great location, close to public transport and schools.",The neighborhood does not seem safe.,2,3,4
F8981,U015,P016,2024-07-26 16:31:48.282793,2024-08-02 16:31:48.282793,The views from the balcony are amazing.,I don't like the layout of the property.,1,3,5
F6884,U001,P018,2024-07-24 16:31:48.282793,2024-07-31 16:31:48.282793,The community around the property is very friendly.,The rooms are smaller than I expected.,1,3,4
F7855,U008,P007,2024-07-28 16:31:48.282793,2024-07-31 16:31:48.282793,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,5,2,1
F7937,U005,P017,2024-08-03 16:31:48.282793,2024-08-04 16:31:48.282793,This property feels like a place I could call home.,The rooms are smaller than I expected.,2,2,2
F6975,U013,P014,2024-07-26 16:31:48.282793,2024-08-01 16:31:48.282793,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,1,5,4
F3622,U014,P005,2024-08-04 16:31:48.282793,2024-08-05 16:31:48.282793,This property feels like a place I could call home.,I’m not a fan of the interior design.,3,1,3
F5122,U009,P001,2024-08-12 16:31:48.282793,2024-08-12 16:31:48.282793,"It's close to my workplace, which is very convenient.",The backyard is too small.,5,5,1
F1551,U019,P020,2024-08-13 16:31:48.282793,2024-08-14 16:31:48.282793,The house has a lot of potential for renovation and investment.,The area is too noisy.,4,4,4
F3500,U019,P016,2024-08-09 16:31:48.282793,2024-08-09 16:31:48.282793,"The property is in a great location, close to public transport and schools.","The location is not ideal, too far from the city center.",4,5,2
F8472,U018,P014,2024-07-15 16:31:48.282793,2024-07-17 16:31:48.282793,I loved the spacious living area and the modern kitchen.,I’m not a fan of the interior design.,4,4,5
F9145,U013,P013,2024-08-07 16:31:48.282793,2024-08-11 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,The rooms are smaller than I expected.,1,1,1
F4640,U015,P003,2024-08-10 16:31:48.282793,2024-08-10 16:31:48.282793,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,4,5,1
F5399,U008,P009,2024-08-13 16:31:48.282793,2024-08-17 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,The property requires too many repairs.,4,3,1
F3472,U001,P015,2024-08-09 16:31:48.282793,2024-08-16 16:31:48.282793,"The property is in a great location, close to public transport and schools.",The area is too noisy.,5,4,4
F2502,U018,P007,2024-07-29 16:31:48.282793,2024-07-30 16:31:48.282793,This property feels like a place I could call home.,It lacks modern features and feels outdated.,4,1,1
F2578,U005,P015,2024-08-05 16:31:48.282793,2024-08-12 16:31:48.282793,"It's close to my workplace, which is very convenient.",The property requires too many repairs.,4,2,5
F9929,U010,P017,2024-07-30 16:31:48.282793,2024-08-04 16:31:48.282793,"The property is in a great location, close to public transport and schools.",The backyard is too small.,2,1,4
F7880,U007,P018,2024-08-10 16:31:48.282793,2024-08-11 16:31:48.282793,"It's close to my workplace, which is very convenient.",I’m not a fan of the interior design.,3,4,4
F4317,U017,P007,2024-07-26 16:31:48.282793,2024-07-27 16:31:48.282793,"It has all the amenities I was looking for, including a gym and swimming pool.",It lacks modern features and feels outdated.,5,4,1
F2601,U006,P006,2024-07-29 16:31:48.282793,2024-07-29 16:31:48.282793,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",4,3,1
F6898,U010,P020,2024-08-08 16:31:48.282793,2024-08-15 16:31:48.282793,"It's close to my workplace, which is very convenient.",The area is too noisy.,2,1,4
F9136,U010,P006,2024-07-28 16:31:48.282793,2024-07-29 16:31:48.282793,"It's close to my workplace, which is very convenient.",The rooms are smaller than I expected.,1,4,2
F3062,U008,P016,2024-07-24 16:31:48.282793,2024-07-30 16:31:48.282793,The layout of the house is very practical.,"The location is not ideal, too far from the city center.",2,3,1
F1880,U002,P006,2024-08-07 16:31:48.282793,2024-08-08 16:31:48.282793,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",1,5,1
F3666,U013,P003,2024-08-04 16:31:48.282793,2024-08-04 16:31:48.282793,I like the quiet neighborhood and the fact that it has a big backyard.,I don't like the layout of the property.,2,1,1
